Author,Betweenness,Cluster_Rank,Coreness,Decay,Degree,Diffusion,Dispersion,Eccentricity,Eigenvector,EvidentialSemiLocal,Harmonic,Katz,Load,Local_Structural,PageRank,Percolation,Radiality,SecondOrder,Semi_Local,Subgraph,VoteRank,Closeness,Class
X Zhai,0,9.51728338663012e-05,5,5495.515625,9.51728338663012e-05,87762.76137500007,0,7,0.002842869,74283.14261133489,15495.311904769098,0.003927845,0,20,1.676378670049067e-05,0,0.6789822657910599,0.6137120045731831,74531,0.004608686,0,0.2848798683293066,Nonawardee
Dq Zhang…,0,5.710370031978072e-05,3,5276.078125,5.710370031978072e-05,61278.006624999805,0,7,0.002031445,67299.01995,15201.071428578094,0.003296559,0,6,1.0313792540527939e-05,0,0.6743964341232829,0.6147145717715979,67486,0.001519959,0,0.2798539161892173,Nonawardee
T Yim,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238879,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
C Zou…,0,0.000114207,6,5568.601563,0.000114207,119926.94412499979,0,7,0.003887998,77735.39500311804,15594.11904762639,0.004609732,0,30,1.6684559208593553e-05,0,0.680576441,0.6089178478002903,77990,0.00178346,0,0.28666959439009865,Nonawardee
F Roe…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238879,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
G Sun,129184.71493896512,4.9489873610476616e-05,5,5957.539063,0.00020938,156954.38274999996,0,7,0.005812282,88211.58341797914,16115.302380960477,0.006112224,0.000210005,26,4.191971650615205e-05,9.421921150429598e-08,0.6882744836775483,0.6036697087337488,88617,0.003948588,0,0.29563829912826667,Nonawardee
C Zhong,1351.655811021286,0.000105748,7,5729.585938,0.000190346,158229.92037500013,0.087047349,7,0.00505911,82517.47319671088,15809.278571436356,0.005460245,4.4648650591755186e-06,50,2.6183446895378823e-05,2.10347791606342e-09,0.684042384,0.6032004219473198,82798,0.005362687,0,0.29063935763742327,Nonawardee
Lw Hung…,1481.9231948862762,8.248312268412771e-05,5,5312.898438,0.000133242,56507.48362499984,0.064479518,7,0.001865858,68326.11842,15250.626190483095,0.003255913,3.44878104959208e-06,26,2.1106124315514697e-05,1.672092929925203e-08,0.6754211478062244,0.6093679644470882,68496,0.001482702,0,0.28096152875045777,Nonawardee
T Kian-Lee,197775.8394435515,1.6315342948508776e-05,4,5234.484375,0.000285519,58159.47987499982,0,7,0.001883162,66221.36445303167,15146.95476191138,0.003371979,0.000289319,12,7.378351498379825e-05,8.749074360274597e-09,0.6735017924558231,0.6152407511689171,66378,0.000808945,0,0.2788940144144259,Awardee
J Zhai,5234.875033828524,0.000168932,13,6291.828125,0.000323588,295467.2058750003,0.071117116,7,0.009670362,96502.34665,16563.873809531848,0.008882621,7.279464560251042e-06,142,4.382263154955521e-05,5.045396287755914e-11,0.6947368421052632,0.5897932770740795,97050,0.007404736,0,0.3036123360357145,Nonawardee
H Jing,2.4574740913735225,0.000106594,6,5514.304688,0.000114207,124950.48662499998,0,7,0.004074663,76886.89766065405,15520.861904769046,0.004716461,3.050475857828186e-09,28,1.619987689028181e-05,3.788684997752191e-11,0.6792582722629358,0.616306792,77113,0.004850518,0,0.28518813002436827,Nonawardee
Dr Lyu,0,5.710370031978072e-05,3,5430.875,5.710370031978072e-05,70620.07613,0,7,0.002501898,73077.51857180224,15408.30476191189,0.003633259,0,6,9.957785757532133e-06,0,0.6778179626280892,0.6103944842581867,73274,0.002034534,0,0.2835868015841845,Nonawardee
L Hoopes…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238879,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
C Zhu,133224.70203645126,0.000147662,16,7261.859375,0.000647175,413107.76262499916,0.2183936895307159,6,0.017560826291215876,110293.87483079215,17861.883333337322,0.014568631,0.000199796,256,9.552555963904839e-05,1.1320122607507633e-14,0.7092018019732876,0.6405729602458667,111909,0.01168616,0,0.3231201105103292,Nonawardee
J Ciston,0,9.51728338663012e-05,5,5316.484375,9.51728338663012e-05,61227.034249999844,0,7,0.001900945,68593.63582,15255.63809524497,0.003249802,0,20,1.5134351148639757e-05,0,0.675497288,0.6084843528845134,68765,0.001271155,0,0.28104417816782473,Nonawardee
Db Peden,0,9.51728338663012e-05,5,6593.234375,9.51728338663012e-05,103505.24162499858,0,6,0.007801561,93738.24482,16963.61666667281,0.007373656,0,20,1.8406150805838276e-05,0,0.6979807112718505,0.6507145808668846,94973,0.001001092,0,0.30777939237295865,Nonawardee
Mw Hall,400036.83863118815,5.793129017948769e-05,7,6744.109375,0.00045683,138660.2131249987,0.2443505070641816,6,0.008803392,96147.10296799341,17168.250000005584,0.008490038,0.00057867,70,9.261210771093245e-05,3.442970100438077e-11,0.7004171821959964,0.6539171130304521,97516,0.002150191,0,0.3109852755211712,Nonawardee
Y Song,617989.0395463923,0.000216934,19,7688.53125,0.001218212,705891.2422499993,0.2262609217508935,6,0.025978116,114192.11100357937,18437.350000002567,0.020943518,0.0003418,718,0.000170367,1.846388226471593e-23,0.7160178928333492,0.6274568017956555,116211,0.014738748,0,0.33320851632065035,Nonawardee
Lm Mcinnes…,0,3.806913354652048e-05,2,5219.609375,3.806913354652048e-05,41624.16424999985,0,7,0.001551756,65811.98272265549,15124.954761911344,0.002949947,0,2,9.454543149133952e-06,0,0.6732527521334983,0.6137591515196837,65966,0.000731249,0,0.27862797824980234,Nonawardee
L Fang,264255.36966843647,9.175637316340833e-05,12,7121.734375,0.000761383,319535.3787499986,0.4531607933116414,6,0.013635116,108017.91116315447,17675.900000004447,0.012009579,0.000341437,188,0.00012125,3.120483911594867e-16,0.7070714761587513,0.6374472583619373,109574,0.006071751,0,0.32009116958552136,Nonawardee
Nvr Mahadev,0,3.806913354652048e-05,2,6592.484375,3.806913354652048e-05,87170.74487499859,0,6,0.00754717,93756.34936619826,16962.116666672817,0.007169457,0,2,8.91400806495331e-06,0,0.6979759525395768,0.650570337,94991,0.0009301,0,0.3077731955556199,Nonawardee
Y Ke,0,3.806913354652048e-05,2,5490.429688,3.806913354652048e-05,72034.40599999986,0,7,0.002639068,75055.50070520763,15487.578571435895,0.003709721,0,2,7.813373246746925e-06,0,0.6791837187906475,0.6071987898867597,75272,0.001871451,0,0.28510479819071594,Nonawardee
X Ma,67939.52693309898,0.00020276,19,6522.328125,0.000894625,538687.7273750002,0.1874103615890402,7,0.015948255,98340.07959226199,16876.85714286422,0.013560713,8.961491759599725e-05,490,0.000117709,6.359520880756437e-19,0.6986564512547191,0.5911060256162103,99069,0.008571515,0,0.3086618812582264,Nonawardee
L Lamport,24213921.67561134,2.6729391639046295e-05,17,7637.171875,0.008070656,923806.1290000051,0.3093222711894854,6,0.021611697363891066,110869.2104,18428.06667,0.023875279,0.011292280389894705,594,0.002407296,2.597442344937289e-130,0.7143840614193712,0.6466827473742208,112902,0.9837378768104644,78,0.33073332720923765,Awardee
Dj Mowbray,0,5.710370031978072e-05,3,6666.890625,5.710370031978072e-05,110704.01487499851,0,6,0.008222688,95035.4262,17061.683333339253,0.007680561,0,6,1.2234861114707553e-05,0,0.6993020525998541,0.6488656491711778,96339,0.002340298,0,0.3095097504432763,Nonawardee
Z Jia,64777.33887112636,6.186234201309578e-05,5,5878.34375,0.000171311,126114.25350000031,0.060180884,7,0.004537969,86928.37136538731,16008.900000008116,0.005201302,9.65781551062908e-05,26,2.8304594446852035e-05,1.8549280106479267e-07,0.6871339741759462,0.5944212285539786,87251,0.002658913,0,0.29427428456771154,Nonawardee
H Yan,88724.15840520163,0.000156506,15,7324.703125,0.000532968,388376.9488749989,0.2396392722692572,6,0.017291658548246037,111862.38621407421,17944.916666670444,0.014392773,0.000112031,222,7.214995013686052e-05,4.1685736489416275e-13,0.7103296215221598,0.6356929649328809,113538,0.007485502,0,0.3247469916876405,Nonawardee
J Xia,2175.270121184641,0.000111279,8,5860.515625,0.000266484,186219.28137499967,0.2286092004718616,7,0.0059376,85903.32626,15986.057142865202,0.006162512,6.463160250965836e-06,76,3.8409091911308904e-05,2.043415728133482e-10,0.6867659655467784,0.5944859656462833,86235,0.004339272,0,0.29383683937347244,Nonawardee
Cy Yang,356802.65045199223,7.613826709304096e-05,10,6145.0625,0.000532968,210204.54737500023,0.095644618,7,0.00684483,93416.28540931465,16369.223809532285,0.00715316,0.000480311,108,8.111549052005732e-05,1.8695052751330277e-12,0.6919799498746867,0.5943720386197685,93879,0.005466554,0,0.3001585375514031,Nonawardee
Js Davis…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Y Hu,566795.1449,0.000175118,19,7737.4375,0.001351454,636522.7528749986,0.4459464698788298,6,0.023461004121574282,114223.36448343018,18502.983333335716,0.019522466,0.000679134,644,0.000192087,2.8392288140490534e-25,0.7163287966752324,0.6433334686229456,116417,0.018559297,0,0.3336837249270801,Nonawardee
N Baogui…,0,7.613826709304096e-05,4,5220.109375,7.613826709304096e-05,43891.513749999845,0,7,0.001588127,65791.65728855664,15125.954761911344,0.003008045,0,12,1.4023974261210015e-05,0,0.6732559246216808,0.6138821611094549,65946,0.000782307,0,0.27863136405391997,Nonawardee
Y Peoyi,0,5.710370031978072e-05,3,5219.859375,5.710370031978072e-05,42739.415249999845,0,7,0.001568984,65806.93274382601,15125.454761911344,0.002977691,0,6,1.2547748016277854e-05,0,0.6732543383775895,0.6138206597340468,65961,0.000750116,0,0.2786296711415754,Nonawardee
A Arkhis,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Li Hsu…,0,9.51728338663012e-05,5,6593.234375,9.51728338663012e-05,103505.24162499858,0,6,0.007801561,93738.24482,16963.61666667281,0.007373656,0,20,1.8406150805838276e-05,0,0.6979807112718505,0.6507145808668846,94973,0.001001092,0,0.30777939237295865,Nonawardee
W Chu,2204.6095555678903,3.806913354652048e-05,4,5226.453125,7.613826709304096e-05,47721.811374999845,0.3385174699294874,7,0.001651055,65961.59844564716,15134.421428578024,0.003049597,5.662426720522585e-06,6,1.4903093394984293e-05,2.2900119759731826e-07,0.6733796516607976,0.6142629742172975,66119,0.000754957,0,0.2787634746284586,Nonawardee
M Felleisen,248546.4757267185,3.005457911567406e-05,6,5542.179688,0.000380691,69771.35537499975,0.2234215301534616,7,0.00201134,73536.03010819985,15560.345238102833,0.003641304,0.000371392,30,9.973412577028296e-05,3.4648984662729866e-10,0.6806779607245963,0.5936552765346589,73776,0.003730459,0,0.2867843289172986,Awardee
Hc Lai,0,7.613826709304096e-05,4,5241.953125,7.613826709304096e-05,44707.68587499985,0,7,0.001595004,66317.43255169048,15155.588095244755,0.003015301,0,12,1.4419892267427233e-05,0,0.6738380762031662,0.6104446281835776,66473,0.000796639,0,0.2792540551591379,Nonawardee
K Sarinnapakorn,0,3.806913354652048e-05,2,5220.609375,3.806913354652048e-05,42458.76012499985,0,7,0.001578021,65884.42563203978,15126.288095244674,0.002966809,0,2,7.573251190977502e-06,0,0.6732670283303195,0.6139475712726852,66039,0.000733263,0,0.2786432150163658,Nonawardee
Ds Chen,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
W Zuosun,0,3.806913354652048e-05,2,5219.609375,3.806913354652048e-05,41629.69137499985,0,7,0.001551953,65810.88659443098,15124.954761911342,0.002950215,0,2,8.836432095570848e-06,0,0.6732527521334983,0.6137591515196837,65965,0.000732457,0,0.27862797824980234,Nonawardee
Sl Cheng,0,3.806913354652048e-05,2,5224.921875,3.806913354652048e-05,41730.407874999844,0,7,0.001556361,65913.37162364402,15132.054761911357,0.002956343,0,2,8.646661118888624e-06,0,0.673362203,0.6139190215231229,66070,0.000739406,0,0.2787448360625731,Nonawardee
D Li…,2974.0436569025524,0.000147798,12,6139.140625,0.000342622,253181.01487500026,0.1213744261841196,7,0.008451326,92545.67262,16360.057142865644,0.007995893,7.324423183140619e-06,132,4.4598986084085394e-05,1.9599354727236946e-11,0.692067193,0.5879157435373767,93000,0.006607525,0,0.30026663055110403,Nonawardee
K Kelnar,0,5.710370031978072e-05,3,5536.320313,5.710370031978072e-05,81558.87062499978,0,7,0.003064396,76810.53809919293,15550.319047626304,0.004036939,0,6,1.011700764092543e-05,0,0.6798832524348847,0.6103329626206475,77058,0.00157791,0,0.2858886195462724,Nonawardee
L Gao…,4787.796793967997,0.000109977,7,5582.53125,0.000190346,140692.96687499978,0.2538881024471155,7,0.004235712,78022.51248965893,15613.450000007497,0.004869641,1.2382770604923273e-05,52,2.759826760528343e-05,6.940476190802532e-09,0.6812156974715269,0.5994509896790001,78249,0.005021901,0,0.2873935982413671,Nonawardee
R Mathew,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Ca Rohl,0,3.806913354652048e-05,2,6592.484375,3.806913354652048e-05,87170.74487499859,0,6,0.00754717,93756.34936619826,16962.116666672817,0.007169457,0,2,8.91400806495331e-06,0,0.6979759525395768,0.650570337,94991,0.0009301,0,0.3077731955556199,Nonawardee
W He,28340.26875678517,0.00015989,15,6376.328125,0.000494899,357824.23012500035,0.2503766741459822,7,0.011561102340833943,97331.45606454395,16678.623809531473,0.010298869,4.668831475750881e-05,210,6.824047155308226e-05,6.366409274834723e-13,0.6962279115510295,0.5884639848961907,97929,0.006961632,0,0.3055136550936582,Nonawardee
R Tian,0,7.613826709304096e-05,4,5590.835938,7.613826709304096e-05,103060.6151249998,0,7,0.003749369,78543.62473509782,15623.36904762637,0.004514794,0,12,1.2217629899137724e-05,0,0.6809079661178262,0.6122943361151498,78810,0.003438333,0,0.2870446143900206,Nonawardee
R Davison,0,3.806913354652048e-05,2,5328.09375,3.806913354652048e-05,55704.208124999815,0,7,0.001798774,68381.49029919894,15270.638095245014,0.003134097,0,2,8.823807439568904e-06,0,0.6758351575140382,0.606307949,68563,0.001035996,0,0.2814115223624108,Nonawardee
J Sugerman,608500.6909930268,0.000172139,19,7632.34375,0.00133242,638389.0787499989,0.3902658777533277,6,0.023199253819078173,114188.66971580511,18362.566666669514,0.019187242,0.000845843,624,0.000190891,7.254783906505008e-25,0.7148837283081121,0.6389279077671681,116189,0.016460054,0,0.33148639023426174,Awardee
X Mou,0,3.806913354652048e-05,2,5257.390625,3.806913354652048e-05,53183.224999999846,0,7,0.001833374,66738.83622,15176.028571435258,0.00313636,0,2,7.973868012098972e-06,0,0.6741394625805018,0.610588023,66904,0.000805301,0,0.2795775239998931,Nonawardee
L Chang,20379.595319798864,8.629003603877975e-05,10,5485.992188,0.000304553,132085.3908749999,0.2092226029425304,7,0.00397026,75675.76467,15484.711904769065,0.004776608,3.286047242680342e-05,68,4.0728296600176725e-05,4.550153514773862e-10,0.678923575,0.6096200018405459,75878,0.002482705,0,0.2848144043287093,Nonawardee
J Xu…,34678.932287757685,0.000131973,10,6360.484375,0.000304553,278050.0068,0.1904160768353366,7,0.009724612,97029.98674288369,16655.373809531568,0.008977839,4.802926461657129e-05,104,4.659441598545138e-05,7.223463583748541e-10,0.6960153548428032,0.5876685449798734,97637,0.006170806,0,0.30524116191761386,Nonawardee
A Bamzai,0,3.806913354652048e-05,2,5219.984375,3.806913354652048e-05,41633.37612499985,0,7,0.001552311,65814.32017,15125.454761911342,0.002951168,0,2,8.97845853197125e-06,0,0.673257511,0.6138440969614827,65969,0.000734611,0,0.2786330569868364,Nonawardee
G Lovelace,0,3.806913354652048e-05,2,5360.96875,3.806913354652048e-05,53949.65299999982,0,7,0.001752686,69330.91645971133,15314.388095245233,0.003096104,0,2,8.998023653771718e-06,0,0.676748834,0.6010742658738164,69503,0.000827227,0,0.2824097305410537,Nonawardee
Hs Earp…,0,5.710370031978072e-05,3,5333.984375,5.710370031978072e-05,69486.40137499986,0,7,0.002230013,69006.02902417118,15278.704761911642,0.003423308,0,6,1.1600585069120432e-05,0,0.6758303987817645,0.6094429244394927,69193,0.002082286,0,0.28140634183329016,Nonawardee
Pw Coteus,1795.5264111837637,3.806913354652048e-05,5,5304.804688,9.51728338663012e-05,60506.66562499986,0.1805426506290599,7,0.001870924,67843.12838190224,15240.319047625866,0.003225016,3.9163698382263166e-06,8,1.9669585755742556e-05,9.722037595446767e-08,0.6752767995939215,0.6066476864837161,68025,0.000816887,0,0.2808049725934314,Nonawardee
L Hung…,0,7.613826709304096e-05,4,5523.414063,7.613826709304096e-05,78148.02037499979,0,7,0.002662365,75561.39737890004,15532.728571436037,0.003769268,0,12,1.2908998106443514e-05,0,0.6801275340249358,0.5985368504107587,75772,0.001883792,0,0.2861633512060758,Nonawardee
F Korn,4627.844536,3.806913354652048e-05,3,5304.804688,5.710370031978072e-05,51064.49374999985,0.2256783132863249,7,0.00172322,68065.52346730519,15239.811904768709,0.003102626,2.0357536731227927e-06,4,1.142490393574134e-05,2.4196155480025577e-07,0.6752545921766442,0.6079700131454939,68244,0.000813444,0,0.28078090251508314,Nonawardee
B Luo,0,9.51728338663012e-05,5,5864.960938,9.51728338663012e-05,135397.98112500025,0,7,0.004847663,86476.62578458225,15990.13571429376,0.005327795,0,20,1.4581822544830633e-05,0,0.6866739633894864,0.6006754298191037,86812,0.002613764,0,0.29372768120939025,Nonawardee
A Wilson,7504304.504932855,4.9143790578235533e-05,19,8073.28125,0.004206639,614798.0809999955,0.3036679743464925,6,0.0178149,110393.5467,18976.316666668103,0.019026437,0.007645931,568,0.001140407,2.270749994259525e-69,0.720779798,0.6536457973707778,113323,0.1177869599803564,36,0.34063867071872056,Awardee
X Zhu,564277.7094967802,0.000191465,19,6582.304688,0.001313385,631057.0404,0.2884435810576724,7,0.017753921085640993,98836.78876935848,16960.585714292483,0.015074343,0.000285502,684,0.000179895,4.655542996971031e-25,0.699559024,0.5944219819603139,99648,0.015202187,0,0.30984852898690896,Nonawardee
L Cheng,106613.59654613708,0.000145478,15,7306.625,0.000552002,391480.7366249986,0.1911579019197591,6,0.016387283793273578,111311.1986340553,17921.76666667048,0.013775865,0.00011801,214,8.11955763046536e-05,2.1833673571929354e-13,0.7102392056089591,0.6275155711316467,112982,0.008915975,0,0.32461596282448957,Nonawardee
T Li,156709.7193358377,0.000198503,19,6740.234375,0.00108497,580556.3133749997,0.3294346925002133,7,0.017507620031705095,100895.66471067553,17169.64047619658,0.015004569,0.0001573,584,0.00014841,1.0523213644063686e-21,0.7020383236572444,0.5997945566784119,101875,0.017760173,0,0.3131556168298391,Nonawardee
Ai Changxing,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Yc Chu,156.68396504560138,7.613826709304096e-05,5,5670.023438,9.51728338663012e-05,107560.92312500003,0,7,0.003618554,80490.34252526685,15729.195238103004,0.004457618,2.036009127265072e-07,16,1.4720084681756404e-05,5.7590943911565144e-09,0.6830652580819137,0.5975325740238642,80743,0.003080578,0,0.2895091077396654,Nonawardee
S Liao…,1957.2380814526507,4.568296025582458e-05,4,5258.703125,0.000114207,54591.41362499985,0.3761305221438749,7,0.001820323,66945.35234985573,15178.254761911468,0.003188355,5.367925258082162e-06,12,1.935652042972709e-05,4.545852370925604e-08,0.6742108435646077,0.6102495117111514,67104,0.000782975,0,0.2796542448298521,Nonawardee
Nh Christ,2013.011402429852,3.806913354652048e-05,3,5584.953125,5.710370031978072e-05,68723.04399999979,0.2256783132863249,7,0.00204438,74131.92292273442,15615.221428579016,0.003412378,3.1465197483085838e-06,4,1.235610260574829e-05,3.648183239651459e-07,0.68149329,0.5942313906952101,74416,0.0019955,0,0.2877091320458143,Nonawardee
Ba Song…,1969.0188084436709,6.52613717940351e-05,5,5424.460938,0.000152277,85779.13762499989,0.3868771084908428,7,0.002943814,73841.45453475404,15400.811904768883,0.00399385,7.102190698469373e-06,24,2.3274699236997694e-05,1.1511394633098037e-08,0.6774816788807462,0.6147880555496874,74041,0.002153226,0,0.28321550922159106,Nonawardee
Pa Bromberg,0,9.51728338663012e-05,5,6593.234375,9.51728338663012e-05,103505.24162499858,0,6,0.007801561,93738.24482,16963.61666667281,0.007373656,0,20,1.8406150805838276e-05,0,0.6979807112718505,0.6507145808668846,94973,0.001001092,0,0.30777939237295865,Nonawardee
Wb Xu,71645.0539,5.7103700319780715e-05,4,5424.085938,0.000133242,76389.16637499988,0,7,0.002764023,73827.88632,15400.145238102215,0.003870038,0.000106049,18,2.3830532785374755e-05,8.099731970227291e-07,0.6774769201484725,0.6147417761067516,74028,0.001988157,0,0.28321026206069766,Nonawardee
P Hao…,0,7.613826709304096e-05,4,5429.59375,7.613826709304096e-05,85737.37712499984,0,7,0.002682245,72851.40093096359,15406.988095245328,0.003731913,0,12,1.238762516126826e-05,0,0.6781272802258812,0.6014012940719994,73035,0.002905628,0,0.2839291810926444,Nonawardee
C Cabral…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
B Mandrand,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238879,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Luqi,6905147.011118416,1.7429241864672027e-05,9,6022.953125,0.001598904,203167.28900000014,0.1667064207073388,7,0.005539498,89320.62507124273,16215.100000008391,0.007133333,0.002023982,76,0.000472504,1.0371200199636788e-28,0.6898036229815044,0.5917729233311756,89718,0.010203694,0,0.29748706932144786,Awardee
Xw Jiang,27499.80450784413,5.498874845608513e-05,5,5546.976563,0.000190346,84883.74337499979,0.4333023615097439,7,0.002794222,76185.21302483112,15565.211904769429,0.003961976,4.6404878706343295e-05,26,3.3451446775524836e-05,3.859856251482053e-08,0.6806065797404904,0.5983001907568043,76405,0.001927774,0,0.28670364662010145,Nonawardee
M Yuan,2182.8860072328343,9.305788200260561e-05,8,5766.085938,0.000190346,153473.5222499993,0.094784892,7,0.004725282,81243.95279007037,15859.18571,0.005326561,4.456666186401088e-06,44,2.9561713406586353e-05,2.958760990290417e-09,0.684418324,0.6095763000652061,81669,0.00428308,0,0.2910765646508608,Nonawardee
A Yip,0,5.710370031978072e-05,3,5583.804688,5.710370031978072e-05,96790.39887499981,0,7,0.003290766,77844.36291358073,15613.278571436118,0.004178348,0,6,1.0031616832069291e-05,0,0.6812601123060816,0.6008433285603373,78075,0.003666196,0,0.2874440371328725,Nonawardee
A Ali,73627.5,2.284148012791229e-05,3,5741.453125,0.000114207,85790.19187500009,0,7,0.003389448,83061.59150446796,15825.100000007867,0.004347625,0.000106701,6,2.9519524947131587e-05,1.667200330193846e-06,0.684431014,0.5975488755957991,83337,0.001362889,0,0.2910913456444892,Nonawardee
C Wan,503.6846887,0.000103331,6,5698.078125,0.000152277,140003.30449999997,0,7,0.004609135,81536.32913436023,15767.873809531437,0.005158012,1.125760967126273e-06,38,2.2171633184803355e-05,3.0435014149754095e-09,0.6832302274674027,0.6058453189203401,81827,0.003082562,0,0.2896993119570586,Nonawardee
T Babak,3075.083319701841,0.000126897,7,7114.046875,0.000133242,233374.2553749986,0,6,0.012623791959819549,108742.75712347683,17660.016666671167,0.010859868,1.9522929461070844e-06,40,2.1654465376265437e-05,1.80558243455247e-08,0.7070873385996637,0.634345558,110254,0.005826773,0,0.32011351327101084,Nonawardee
H Shiratsuchi,0,7.613826709304096e-05,4,5846.085938,7.613826709304096e-05,113111.99900000027,0,7,0.004322792,86035.21774446513,15964.70238,0.004972715,0,12,1.2885069043377021e-05,0,0.686321817,0.6005862901514055,86363,0.002533099,0,0.2933106171717022,Nonawardee
Y Zhou…,6951.476829611553,0.00014847,12,6261.25,0.000399726,293134.14500000037,0.1117644980084656,7,0.009630107,95208.88506524274,16523.257142865266,0.00891799,1.2735887161972465e-05,156,5.2735938928165844e-05,5.5697487527460945e-12,0.6940531709019384,0.594997869,95745,0.005894892,0,0.30274845145521356,Nonawardee
Ww Chu,181489.8872353545,0.000102787,12,6368.25,0.000399726,306579.18362499995,0.2115123585562309,7,0.009860156,98084.06675045358,16666.99047619823,0.009154101,8.431123987080658e-05,108,5.795001189445171e-05,3.8795407078968105e-11,0.6962818438501317,0.5823375873925106,98684,0.007539856,0,0.30558287255399796,Nonawardee
Ps Bhadury…,254.3417405470661,8.375209380234505e-05,5,5555.40625,0.000114207,108122.84749999987,0.045135663,7,0.003770712,77701.19449085656,15576.200000007317,0.004527739,7.096825329781947e-07,22,1.693878710517136e-05,6.09676326392033e-09,0.6803448494654357,0.608883051,77929,0.00351214,0,0.28640819953020896,Nonawardee
Q Xia,73963.52601877291,8.375209380234505e-05,6,5816.5625,0.00020938,132265.32950000008,0.035170646,7,0.004548382,85306.49448155581,15926.566666674622,0.005205306,0.000107536,44,3.334308530650825e-05,5.23449961431038e-08,0.6858253228006725,0.5981904621788101,85610,0.003655363,0,0.2927246025467469,Nonawardee
Y Mao,79.29390906135579,9.136592051164915e-05,6,5817.078125,0.000114207,138251.20587500007,0,7,0.004729123,84999.76959481415,15926.383333341357,0.005221606,1.593045835044007e-07,24,1.6464328530731435e-05,2.398234038675264e-09,0.6859807747216141,0.5944900394507052,85300,0.003392486,0,0.2929078312011604,Nonawardee
L Yongsen,0,3.806913354652048e-05,2,5219.609375,3.806913354652048e-05,41624.16424999985,0,7,0.001551756,65811.98272,15124.954761911344,0.002949947,0,2,9.454543149133952e-06,0,0.6732527521334983,0.6137591515196837,65966,0.000731249,0,0.27862797824980234,Nonawardee
Kh Yeh,484.2992516420366,6.662098370641083e-05,5,5407.84375,9.51728338663012e-05,72171.35587499985,0.067703494,7,0.002199861,71013.89184869606,15377.088095245274,0.003465203,1.4502001321588432e-06,14,1.578034554190072e-05,2.3747275417089812e-08,0.6774309190698264,0.6096777436221983,71206,0.003100185,0,0.2831595495275107,Nonawardee
W Chung,1037.3131468898164,0.000131127,9,6170.171875,0.000190346,213374.66062500016,0.1203617670860399,7,0.007641554,93587.08545235987,16399.807142865582,0.007401702,3.289791756978727e-06,62,2.6970456115290645e-05,1.999643667102238e-09,0.6925541702357159,0.5913282825502999,94067,0.004159283,0,0.3008714190013021,Nonawardee
R Tang,355.2488879263641,0.000171311,11,6095.859375,0.000247449,233217.65350000007,0.01893804,7,0.007897295,92013.81358410297,16300.933333341743,0.007541224,8.332864991866572e-07,108,3.225484369584755e-05,7.635747798620508e-11,0.6912788299863583,0.58942391,92430,0.006457005,0,0.2992926805472933,Nonawardee
