Author,Betweenness,Cluster_Rank,Coreness,Decay,Degree,Diffusion,Dispersion,Eccentricity,Eigenvector,EvidentialSemiLocal,Harmonic,Katz,Load,Local_Structural,PageRank,Percolation,Radiality,SecondOrder,Semi_Local,Subgraph,VoteRank,Closeness,Class
Gn Rothblum,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3323.644499999997,0,8,6.217408942624093e-05,5204.778194236063,12046.640476192242,0.001858243,0,2,9.488566200146751e-06,0,0.6105231433012912,0.5927204943688263,5222,4.810683161505932e-05,0,0.2246505809134121,Nonawardee
A Potechin,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3308.905499999997,0,8,6.212348232613305e-05,5206.9446552402605,12046.640476192242,0.001857874,0,2,1.0385532203506084e-05,0,0.6105231433012912,0.5927204943688263,5224,4.675081837482439e-05,0,0.2246505809134121,Nonawardee
N Segerlind,0,5.710370031978072e-05,3,2986.203125,5.710370031978072e-05,3517.0938749999973,0,8,6.345898239045128e-05,5319.614690395917,12059.35714285893,0.001877601,0,6,1.34417380258831e-05,0,0.6107864598204372,0.5942678740768854,5338,5.410661334037158e-05,0,0.2248334134971097,Nonawardee
Wj Rapaport,0,5.710370031978072e-05,3,3017.890625,5.710370031978072e-05,3733.879999999997,0,8,6.590158961859434e-05,5700.281942986883,12105.66428571608,0.001879562,0,6,1.2942270321613385e-05,0,0.611971384,0.5933725226664336,5719,7.382130367707953e-05,0,0.22565985643303826,Nonawardee
M Doucleff,0,5.710370031978072e-05,3,2983.53125,5.710370031978072e-05,3473.4909999999973,0,8,6.308717324966626e-05,5295.495610307763,12055.823809525577,0.001876101,0,6,1.3422244275116859e-05,0,0.6107293550331525,0.593320664,5313,5.414869526708386e-05,0,0.22479373779032993,Nonawardee
R Meshulam,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973541,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.366075711352828e-05,0,0.2246494804133464,Nonawardee
E Upfal,13611.780706261474,3.806913354652048e-05,4,4010.117188,0.000114207,15091.507750000015,0.1504522088575499,7,0.000238195,21741.922467582182,13489.55952381286,0.002063732,2.2765040816897456e-05,10,2.378713524006514e-05,2.7169391293404686e-07,0.6426461723930078,0.631353066,21780,0.000199263,0,0.249391307,Nonawardee
E Ben-Sasson*,0,3.806913354652048e-05,2,3032.007813,3.806913354652048e-05,3892.9383749999974,0,8,7.067697127024575e-05,5878.603951799579,12126.257142858898,0.001866917,0,2,9.054924109943133e-06,0,0.6125186383680721,0.5929140395882944,5897,7.934567965452567e-05,0,0.22604360143229593,Nonawardee
Y Rabinovich,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3308.905499999997,0,8,6.212348232613305e-05,5206.944655,12046.640476192242,0.001857874,0,2,1.0385532203506084e-05,0,0.6105231433012912,0.5927204943688263,5224,4.675081837482438e-05,0,0.2246505809134121,Nonawardee
A Ai,0,5.710370031978072e-05,3,2977.578125,5.710370031978072e-05,3464.8932499999974,0,8,6.518972797704185e-05,5196.514446925879,12047.307142858908,0.001877731,0,6,1.2463492470276528e-05,0,0.6105263157894737,0.5928688767543632,5214,5.338089997732064e-05,0,0.22465278194589025,Nonawardee
D Gavinsky,10637.858935620969,5.075884472869397e-05,3,2980.671875,7.613826709304096e-05,3440.328249999997,0.2256783132863249,8,6.2924509859774e-05,5220.468884908835,12052.123809525569,0.001892801,1.5712535507047364e-05,8,1.7223417894736506e-05,9.644192394983735e-07,0.6106436978522255,0.5925832969202293,5238,5.117773047087743e-05,0,0.22473425047867993,Nonawardee
M Luby,26417.43592983393,3.0455306837216384e-05,3,3189.835938,0.000114207,5168.475999999996,0,8,8.776526880112083e-05,7537.231745,12357.93333333509,0.001956277,3.884877031693907e-05,8,2.5667150998957797e-05,5.843932693751029e-07,0.6183480854033818,0.5829089676436282,7565,0.00018067,0,0.23021381260223828,Nonawardee
M Ajtai,3496.362755732224,3.172427795543373e-05,3,3164.859375,0.000133242,5290.686874999995,0.3868771084908428,8,9.131301470412919e-05,7386.050052725007,12320.988095239867,0.001979249,9.801336363767629e-06,10,3.035185266089761e-05,3.546716548221141e-08,0.617294819,0.5869424809292462,7420,0.00027023,0,0.22944898648677092,Nonawardee
M Mahmoody,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973542,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.3660757113528256e-05,0,0.2246494804133464,Nonawardee
F Meyer Auf Der Heide,5811.715608897735,5.7103700319780715e-05,4,3030.875,0.000133242,4021.904624999997,0.2740379518476802,8,6.922713506319922e-05,5818.473410167871,12126.135714287471,0.001951353,8.769298899487492e-06,18,2.5070514848456706e-05,6.155690381083188e-08,0.6125107071476159,0.5912911699538237,5837,9.168536090314232e-05,0,0.22603803059023994,Nonawardee
Mb Or,0,3.806913354652048e-05,2,2998.164063,3.806913354652048e-05,3494.3712499999974,0,8,6.303966796453685e-05,5461.065859837776,12077.261904763673,0.001860654,0,2,8.991343774420015e-06,0,0.6112956441737255,0.5923908732626999,5479,5.791388139227323e-05,0,0.22518780872872407,Nonawardee
A Alexander,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3308.905499999997,0,8,6.212348232613305e-05,5206.944655,12046.640476192242,0.001857874,0,2,1.0385532203506084e-05,0,0.6105231433012912,0.5927204943688263,5224,4.675081837482441e-05,0,0.2246505809134121,Nonawardee
Y Qiao,51851.90325605936,0.000155205,11,6220.328125,0.000266484,261554.60924999983,0.054514502,7,0.008486085,93871.64602925992,16467.17380953196,0.007995919,4.7311115664101826e-05,106,3.824725839465106e-05,2.670994872912522e-09,0.6930966657149202,0.6024820663796729,94444,0.008601147,0,0.30154803248450446,Nonawardee
K Mauricio,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973541,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.366075711352826e-05,0,0.2246494804133464,Nonawardee
M Mahmoody-Ghidary,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973541,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.366075711352826e-05,0,0.2246494804133464,Nonawardee
I Parnafes,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3312.590249999997,0,8,6.214090530281212e-05,5205.848527015748,12046.640476192242,0.001858043,0,2,9.758846122099945e-06,0,0.6105231433012912,0.5927204943688263,5223,4.71159703865644e-05,0,0.2246505809134121,Nonawardee
Z Dvir,15822.466570805876,5.498874845608513e-05,4,3865.265625,0.000190346,15313.206875000002,0.4795664157334405,7,0.000279352,22129.654213169437,13291.890476193505,0.002131234,3.4544940271173456e-05,26,3.5038642819123715e-05,2.2884558944245715e-08,0.6386535960153549,0.6262905271337161,22148,0.000124067,0,0.24602372148164417,Nonawardee
A Samorodnitsky,0,3.806913354652048e-05,2,2993.195313,3.806913354652048e-05,3416.9914999999974,0,8,6.266066616386986e-05,5353.150253650377,12070.27857143033,0.00185979,0,2,9.34673864619148e-06,0,0.6111417784968751,0.5916669964276255,5371,5.265679050463783e-05,0,0.22508059959644686,Nonawardee
B Green,2242.627797557569,3.806913354652048e-05,3,3641.71875,7.613826709304096e-05,9158.446124999999,0,7,0.00015317,14761.92597039217,12976.188095240825,0.001954237,6.513218041865426e-06,6,1.7256084346756005e-05,2.5931165201286476e-07,0.631420323,0.6426224803691379,14785,7.311538691206827e-05,0,0.24014883579900745,Nonawardee
N Kayal,0,3.806913354652048e-05,2,5262.703125,3.806913354652048e-05,43724.471749999844,0,7,0.001596351,66941.45057855287,15183.011904768542,0.003000653,0,2,8.55098899548018e-06,0,0.6741680149741442,0.6129573403541322,67113,0.00076342,0,0.27960820727986824,Nonawardee
A Tal,16252.287640028511,3.806913354652048e-05,3,3941.3125,0.000133242,14680.044000000093,0.1934385542454214,7,0.000305867,19531.837316274494,13392.519047622183,0.002152922,1.640012799295455e-05,12,3.245109545423221e-05,9.232278805390214e-08,0.6399749373433584,0.6465772561658678,19638,0.0026427,0,0.24712810836074553,Nonawardee
V Guruswami,31722.653010808852,3.0455306837216384e-05,4,4238.25,0.000114207,21925.49074999996,0,7,0.000381635,28361.260768303313,13797.735714289664,0.002180841,4.217747796143262e-05,8,2.4752769088500577e-05,6.350375147350616e-07,0.6485247929951461,0.6454446430526153,28427,0.001217381,0,0.25452095264200464,Nonawardee
H Gaifman…,0,5.710370031978072e-05,3,3017.890625,5.710370031978072e-05,3733.879999999997,0,8,6.590158961859434e-05,5700.281942986883,12105.66428571608,0.001879562,0,6,1.2942270321613385e-05,0,0.611971384,0.5933725226664336,5719,7.382130367707956e-05,0,0.22565985643303826,Nonawardee
S Pottle,0,5.710370031978072e-05,3,2996.226563,5.710370031978072e-05,3611.054999999997,0,8,6.692618190860273e-05,5468.067663403223,12073.814285716067,0.001879712,0,6,1.2141556732643339e-05,0,0.6111433647409663,0.5950198994595536,5486,5.3877059600655296e-05,0,0.22508170432446006,Nonawardee
S Rudich,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973541,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.366075711352827e-05,0,0.2246494804133464,Nonawardee
Pl Ragde,0,3.806913354652048e-05,2,2978.015625,3.806913354652048e-05,3338.9976249999972,0,8,6.22087850039007e-05,5230.407968862941,12047.723809525576,0.001859051,0,2,9.015924011704457e-06,0,0.6105374194981124,0.5930616471095677,5248,4.872811942037363e-05,0,0.2246604858992209,Nonawardee
L Hellerstein,12060.67160798906,5.075884472869397e-05,6,3435.101563,0.000190346,14153.738874999997,0.4513566265726499,8,0.000215946,11753.303412368512,12705.997619049558,0.00210964,1.7912215434764707e-05,24,3.345099897889085e-05,1.739962231032387e-08,0.6265045525205418,0.585363583,11774,0.000260262,0,0.23631381015144087,Nonawardee
S Lassen,0,5.710370031978072e-05,3,2983.53125,5.710370031978072e-05,3473.490999999997,0,8,6.308717324966626e-05,5295.495610307763,12055.823809525577,0.001876101,0,6,1.342224427511686e-05,0,0.6107293550331525,0.593320664,5313,5.414869526708383e-05,0,0.22479373779032993,Nonawardee
M Cheraghchi,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3308.905499999997,0,8,6.212348232613305e-05,5206.944655,12046.640476192242,0.001857874,0,2,1.0385532203506084e-05,0,0.6105231433012912,0.5927204943688263,5224,4.6750818374824414e-05,0,0.2246505809134121,Nonawardee
D Steurer,448.7300699242512,3.806913354652048e-05,3,3582.4375,5.710370031978072e-05,9168.272125000003,0.2256783132863249,8,0.000154328,14256.032760172844,12906.488095240316,0.00196304,1.262745404814344e-06,4,1.3415967499300286e-05,7.669979298201992e-08,0.6306224421814028,0.6019971140417465,14301,0.00024676,0,0.23951793131925472,Nonawardee
G Kindler,18436.82258353309,6.52613717940351e-05,4,3032.210938,0.000152277,4358.4451249999975,0.2482461446149574,8,7.093854016455194e-05,5914.339297079084,12127.00952381133,0.001970311,3.0983041831220336e-05,24,2.9020124378682755e-05,1.047930551631938e-07,0.6124329811871451,0.5944507056501759,5933,0.000103562,0,0.2259834508657097,Nonawardee
R Servedio,0,5.710370031978072e-05,3,3021.523438,5.710370031978072e-05,3749.233124999997,0,8,6.601853113241648e-05,5697.176966311482,12110.645238097026,0.00187958,0,6,1.302963333979639e-05,0,0.6120808349988897,0.5937200279356747,5716,6.044349984585608e-05,0,0.22573650116257024,Nonawardee
N Alon,534242.2410968412,3.9724313265934414e-05,6,6503.171875,0.00045683,108089.07062499879,0.340666787,6,0.00758851,82878.43343587578,16845.633333339563,0.007653441,0.000553127,48,9.307157182042699e-05,3.241190900548356e-11,0.6955759652295295,0.6753791700415327,84191,0.004366231,0,0.3046794119136197,Nonawardee
R Impagliazzo,143970.5153222639,4.8451624513753334e-05,7,4774.398438,0.000437795,50551.69937500002,0.4788305081901156,7,0.000849937,44234.68457106834,14529.333333338704,0.0028375,0.000217084,56,8.318205472014877e-05,2.2776766535953895e-11,0.6626804352653787,0.6273000438568782,44352,0.0041986,0,0.2677840486542044,Nonawardee
P Gopalan,17571.736879100874,4.1876046901172525e-05,4,3294.4375,0.00020938,6816.173374999996,0.3590336802282442,8,0.000114903,9662.490717,12505.91666666851,0.00205638,3.563902025144869e-05,22,4.181957125859529e-05,1.2790869821828362e-08,0.6217045779004473,0.5881532670499527,9692,0.000171307,0,0.23268549957723048,Nonawardee
Dy Xiao,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973541,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.3660757113528256e-05,0,0.2246494804133464,Nonawardee
T Pitassi,7347.005278511772,5.075884472869397e-05,3,2986.453125,7.613826709304096e-05,3526.919874999998,0.2256783132863249,8,6.348057774681928e-05,5317.853096239962,12059.85714285893,0.001894062,1.177455076222109e-05,8,1.7799348968778896e-05,6.550510192763281e-07,0.6107880460645284,0.5943588998996421,5336,5.478879656500775e-05,0,0.22483451579999933,Nonawardee
D Zuckerman,0,5.710370031978072e-05,3,3863.507813,5.710370031978072e-05,12627.638250000002,0,7,0.000203497,19358.095489179534,13285.328571431672,0.001986684,0,6,1.3055323682905612e-05,0,0.638193585,0.6372503807140961,19400,0.000237386,0,0.24564155382815614,Nonawardee
V Kabanets,826.4109447359158,6.662098370641083e-05,4,3041.382813,9.51728338663012e-05,4233.163624999997,0.067703494,8,7.292342433109436e-05,5981.688134673435,12139.80714285892,0.001920733,2.3821429194644523e-06,14,1.9719094782310464e-05,3.7807411819842115e-08,0.6127835411313093,0.5944395076398894,6001,0.000101282,0,0.22622982543537024,Nonawardee
J Gil,6.135625,3.806913354652048e-05,3,2978.390625,7.613826709304096e-05,3563.1532499999967,0.3385174699294874,8,6.364122454897776e-05,5217.475832864243,12048.557142858908,0.001894069,2.4018904647899046e-09,6,1.564865376115634e-05,1.3264803865040224e-10,0.6105390057422037,0.5931873135645873,5235,5.788127137953895e-05,0,0.22466158650711562,Nonawardee
Ea Feigenbaum,5079165.484174567,2.9327332509912073e-05,12,6152.210938,0.002588701,239037.71612500036,0.4141806931946347,7,0.005484526,87403.32730806229,16397.238095246466,0.008158446,0.003677322,208,0.000637265,4.1557748572372347e-44,0.691678563,0.6025164175650305,88042,0.03168622,0,0.29978572342767607,Awardee
E Friedgut,0,3.806913354652048e-05,2,3268.375,3.806913354652048e-05,6596.316625000002,0,8,0.000103794,8671.843626925123,12466.097619049544,0.001897551,0,2,9.560872133747814e-06,0,0.6207766251070714,0.591336084,8699,7.330869413175728e-05,0,0.23199687197945296,Nonawardee
N Megiddo,54763.76972019056,3.263068589701755e-05,5,4205.34375,0.000285519,20886.39125000001,0.2708139759435899,7,0.000344169,26463.485921505584,13758.492857146564,0.002327695,9.604447834102618e-05,24,5.881342229112933e-05,2.28348121286408e-09,0.6477649820754418,0.6337512802593414,26547,0.002924504,0,0.2538461035569174,Nonawardee
S Pettit,0,3.806913354652048e-05,2,3579.59375,3.806913354652048e-05,8390.175749999995,0,7,0.000148458,13408.937154687175,12891.154761907352,0.001918729,0,2,9.345456661503945e-06,0,0.6296580057739285,0.6355358710899562,13436,6.059528835973876e-05,0,0.2387597382435582,Nonawardee
C Zhou,10454970.557953332,0.000242289,19,8793.765625,0.010830668493985077,2955774.413124999,0.5880170189427887,6,0.071549691,116942.75496562263,19996.09999999963,0.059007903,0.010812535466507447,7230,0.001548435,5.800700076514663e-174,0.7309841058342058,0.6342140404359776,120177,0.9641722324069502,64,0.3577326506453431,Awardee
S Aaronson,0,0,1,2976.953125,1.903456677326024e-05,3210.6454999999974,0,8,6.144878607392798e-05,5209.736784973542,12046.140476192242,0.001840724,0,0,5.969854291523476e-06,0,0.610521557,0.5926290999330343,5227,4.3660757113528256e-05,0,0.2246494804133464,Nonawardee
N Linial,36026.787252688715,3.4262220191868426e-05,4,3353.140625,0.00020938,6971.546999999991,0.2215750712265736,8,0.000111582,9767.757212,12590.64523809712,0.002065355,5.657124187025517e-05,18,4.3688430072678424e-05,2.4998550369248337e-08,0.6237191078963231,0.5844646744710147,9807,0.000259857,0,0.234194631,Nonawardee
B Just,49085,2.5379422364346984e-05,2,2978.515625,7.613826709304096e-05,3340.8399999999974,0,8,6.221434181125737e-05,5225.539788285566,12048.723809525578,0.001891754,7.11338807549374e-05,4,1.9694836279074627e-05,4.445867547183589e-06,0.6105405919862948,0.5932442739335192,5243,4.8809463194084894e-05,0,0.2246626871257941,Nonawardee
D Dolev,147442.14035146212,3.299324907365108e-05,6,4532.984375,0.000304553,36767.04963,0.098734262,7,0.000719487,38532.63960293291,14199.561904766486,0.002630288,0.000118359,26,6.142276700765416e-05,1.6542556131341424e-09,0.6557834459566638,0.6527852936370729,38687,0.005286856,0,0.261153534,Nonawardee
A Sinclair,0,3.806913354652048e-05,2,2977.203125,3.806913354652048e-05,3308.905499999997,0,8,6.212348232613305e-05,5206.944655,12046.640476192242,0.001857874,0,2,1.0385532203506084e-05,0,0.6105231433012912,0.5927204943688263,5224,4.675081837482439e-05,0,0.2246505809134121,Nonawardee
J Håstad,4927.444847081732,3.806913354652048e-05,4,3743.226563,0.000114207,19365.20362499999,0.2632913655007124,8,0.000380714,22129.41985281625,13130.945238097604,0.002177131,6.8665882273797505e-06,10,2.2007521370971865e-05,7.944448239210801e-08,0.6353129659592018,0.6061665419779922,22182,0.002865008,0,0.24327513015065022,Nonawardee
A Lubotzky,0,3.806913354652048e-05,2,3583.898438,3.806913354652048e-05,8910.953749999999,0,7,0.000143937,13983.389375837507,12892.964285716978,0.001911373,0,2,9.261389520998694e-06,0,0.6294613115066147,0.6484083681842534,14003,7.574241855322777e-05,0,0.23860569569540555,Nonawardee
O Meir,19848.242619862784,5.438447649502926e-05,4,3057.554688,0.000152277,3924.8728749999973,0.1128391566431624,8,7.150886308898684e-05,5897.892773,12166.680952382652,0.001966691,3.60482949260396e-05,20,3.179719319213776e-05,1.1475741043435413e-07,0.613644872,0.586259077,5916,6.035610030043428e-05,0,0.2268374587427088,Nonawardee
